time,source,target,st,tt,t,id
75240,1,11,PC*,PC*,12/01/2011 14:30,409
75240,83,78,PC*,PC*,12/01/2011 14:30,650
75240,95,43,PC*,PC*,12/01/2011 14:30,291
75240,101,32,PC*,PC*,12/01/2011 14:30,678
75240,80,99,PC*,PC*,12/01/2011 14:30,683
75240,64,120,PC,teacher,12/01/2011 14:30,627
75260,24,58,PC,PC,12/01/2011 14:30,681
75260,41,10,PSI*,PSI*,12/01/2011 14:30,28
75260,31,118,PC*,PC*,12/01/2011 14:30,425
75260,45,68,PC*,PC*,12/01/2011 14:30,334
75260,70,59,PC*,PC*,12/01/2011 14:30,684
75260,95,43,PC*,PC*,12/01/2011 14:30,291
75260,24,74,PC,PSI*,12/01/2011 14:30,685
75260,16,44,PC*,PC*,12/01/2011 14:30,103
75260,58,74,PC,PSI*,12/01/2011 14:30,686
75260,80,99,PC*,PC*,12/01/2011 14:30,683
75280,11,12,PC*,PC*,12/01/2011 14:30,498
75280,102,9,PSI*,PSI*,12/01/2011 14:30,687
75280,24,58,PC,PC,12/01/2011 14:30,681
75280,54,44,PC*,PC*,12/01/2011 14:30,361
75280,41,10,PSI*,PSI*,12/01/2011 14:30,28
75280,70,59,PC*,PC*,12/01/2011 14:30,684
75280,95,43,PC*,PC*,12/01/2011 14:30,291
75280,1,12,PC*,PC*,12/01/2011 14:30,566
75280,32,43,PC*,PC*,12/01/2011 14:30,688
75300,41,10,PSI*,PSI*,12/01/2011 14:30,28
75300,1,32,PC*,PC*,12/01/2011 14:30,63
75300,70,59,PC*,PC*,12/01/2011 14:30,684
75300,95,43,PC*,PC*,12/01/2011 14:30,291
75300,80,99,PC*,PC*,12/01/2011 14:30,683
75320,41,10,PSI*,PSI*,12/01/2011 14:30,28
75320,45,68,PC*,PC*,12/01/2011 14:30,334
75320,83,78,PC*,PC*,12/01/2011 14:30,650
75320,70,59,PC*,PC*,12/01/2011 14:30,684
75320,103,49,PC,PC,12/01/2011 14:30,204
75320,95,43,PC*,PC*,12/01/2011 14:30,291
75320,105,43,PC*,PC*,12/01/2011 14:30,689
75320,30,57,PC*,PC*,12/01/2011 14:30,293
75340,43,79,PC*,PC*,12/01/2011 14:30,594
75340,24,58,PC,PC,12/01/2011 14:30,681
75340,54,44,PC*,PC*,12/01/2011 14:30,361
75340,41,10,PSI*,PSI*,12/01/2011 14:30,28
75340,41,10,PSI*,PSI*,12/01/2011 14:30,28
75340,31,57,PC*,PC*,12/01/2011 14:30,435
75340,45,68,PC*,PC*,12/01/2011 14:30,334
75340,95,43,PC*,PC*,12/01/2011 14:30,291
75340,57,118,PC*,PC*,12/01/2011 14:30,390
75340,45,33,PC*,PC*,12/01/2011 14:30,354
75360,24,58,PC,PC,12/01/2011 14:30,681
75360,54,44,PC*,PC*,12/01/2011 14:30,361
75360,41,10,PSI*,PSI*,12/01/2011 14:30,28
75360,31,57,PC*,PC*,12/01/2011 14:30,435
75360,95,105,PC*,PC*,12/01/2011 14:30,539
75360,1,12,PC*,PC*,12/01/2011 14:30,566
75380,54,45,PC*,PC*,12/01/2011 14:30,74
75380,43,69,PC*,PC*,12/01/2011 14:30,690
75380,71,43,PC*,PC*,12/01/2011 14:30,691
75380,41,10,PSI*,PSI*,12/01/2011 14:30,28
75380,41,10,PSI*,PSI*,12/01/2011 14:30,28
75380,54,33,PC*,PC*,12/01/2011 14:30,75
75380,16,44,PC*,PC*,12/01/2011 14:30,103
75380,30,57,PC*,PC*,12/01/2011 14:30,293
75380,45,33,PC*,PC*,12/01/2011 14:30,354
75380,31,69,PC*,PC*,12/01/2011 14:30,668
75400,54,45,PC*,PC*,12/01/2011 14:30,74
75400,43,44,PC*,PC*,12/01/2011 14:30,161
75400,71,43,PC*,PC*,12/01/2011 14:30,691
75400,41,10,PSI*,PSI*,12/01/2011 14:30,28
75400,83,78,PC*,PC*,12/01/2011 14:30,650
75400,83,17,PC*,PC*,12/01/2011 14:30,692
75420,43,44,PC*,PC*,12/01/2011 14:30,161
75420,1,107,PC*,PC*,12/01/2011 14:30,147
75420,41,10,PSI*,PSI*,12/01/2011 14:30,28
75420,17,78,PC*,PC*,12/01/2011 14:30,285
75420,12,83,PC*,PC*,12/01/2011 14:30,573
75440,1,30,PC*,PC*,12/01/2011 14:30,279
75440,43,44,PC*,PC*,12/01/2011 14:30,161
75440,24,58,PC,PC,12/01/2011 14:30,681
75440,54,57,PC*,PC*,12/01/2011 14:30,402
75440,41,10,PSI*,PSI*,12/01/2011 14:30,28
75440,17,78,PC*,PC*,12/01/2011 14:30,285
75440,90,30,PC*,PC*,12/01/2011 14:30,693
75440,30,57,PC*,PC*,12/01/2011 14:30,293
75440,64,120,PC,teacher,12/01/2011 14:30,627
75460,30,31,PC*,PC*,12/01/2011 14:30,336
75460,43,44,PC*,PC*,12/01/2011 14:30,161
75460,24,58,PC,PC,12/01/2011 14:30,681
75460,41,10,PSI*,PSI*,12/01/2011 14:30,28
75460,1,31,PC*,PC*,12/01/2011 14:30,443
75460,45,68,PC*,PC*,12/01/2011 14:30,334
75460,30,57,PC*,PC*,12/01/2011 14:30,293
75460,64,120,PC,teacher,12/01/2011 14:30,627
75480,30,31,PC*,PC*,12/01/2011 14:30,336
75480,43,44,PC*,PC*,12/01/2011 14:30,161
75480,24,58,PC,PC,12/01/2011 14:30,681
75480,54,57,PC*,PC*,12/01/2011 14:30,402
75480,41,10,PSI*,PSI*,12/01/2011 14:30,28
75480,1,31,PC*,PC*,12/01/2011 14:30,443
75480,17,78,PC*,PC*,12/01/2011 14:30,285
75480,95,105,PC*,PC*,12/01/2011 14:30,539
75480,70,69,PC*,PC*,12/01/2011 14:30,694
75480,103,49,PC,PC,12/01/2011 14:30,204
75480,54,30,PC*,PC*,12/01/2011 14:30,508
75480,64,120,PC,teacher,12/01/2011 14:30,627
75480,45,33,PC*,PC*,12/01/2011 14:30,354
75500,11,17,PC*,PC*,12/01/2011 14:30,695
75500,43,44,PC*,PC*,12/01/2011 14:30,161
75500,54,57,PC*,PC*,12/01/2011 14:30,402
75500,95,118,PC*,PC*,12/01/2011 14:30,696
75500,41,10,PSI*,PSI*,12/01/2011 14:30,28
75500,1,118,PC*,PC*,12/01/2011 14:30,697
75500,11,78,PC*,PC*,12/01/2011 14:30,404
75500,45,68,PC*,PC*,12/01/2011 14:30,334
75500,83,78,PC*,PC*,12/01/2011 14:30,650
75500,17,78,PC*,PC*,12/01/2011 14:30,285
75500,54,30,PC*,PC*,12/01/2011 14:30,508
75500,87,77,PC*,PC*,12/01/2011 14:30,676
75500,12,78,PC*,PC*,12/01/2011 14:30,553
75500,64,120,PC,teacher,12/01/2011 14:30,627
75520,43,44,PC*,PC*,12/01/2011 14:30,161
75520,45,68,PC*,PC*,12/01/2011 14:30,334
75520,17,78,PC*,PC*,12/01/2011 14:30,285
75520,95,105,PC*,PC*,12/01/2011 14:30,539
75520,1,70,PC*,PC*,12/01/2011 14:30,698
75520,118,78,PC*,PC*,12/01/2011 14:30,699
75520,94,43,PC*,PC*,12/01/2011 14:30,215
75520,12,78,PC*,PC*,12/01/2011 14:30,553
75520,17,118,PC*,PC*,12/01/2011 14:30,700
75520,30,57,PC*,PC*,12/01/2011 14:30,293
75520,31,78,PC*,PC*,12/01/2011 14:30,183
75520,45,33,PC*,PC*,12/01/2011 14:30,354
75520,3,107,PC*,PC*,12/01/2011 14:30,211
75540,11,12,PC*,PC*,12/01/2011 14:30,498
75540,43,44,PC*,PC*,12/01/2011 14:30,161
75540,68,33,PC*,PC*,12/01/2011 14:30,61
75540,41,10,PSI*,PSI*,12/01/2011 14:30,28
75540,11,78,PC*,PC*,12/01/2011 14:30,404
75540,45,68,PC*,PC*,12/01/2011 14:30,334
75540,95,105,PC*,PC*,12/01/2011 14:30,539
75540,12,78,PC*,PC*,12/01/2011 14:30,553
75540,93,16,PC*,PC*,12/01/2011 14:30,701
75540,30,57,PC*,PC*,12/01/2011 14:30,293
75540,31,78,PC*,PC*,12/01/2011 14:30,183
75540,45,33,PC*,PC*,12/01/2011 14:30,354
75540,3,107,PC*,PC*,12/01/2011 14:30,211
75560,43,44,PC*,PC*,12/01/2011 14:30,161
75560,68,33,PC*,PC*,12/01/2011 14:30,61
75560,54,57,PC*,PC*,12/01/2011 14:30,402
75560,41,10,PSI*,PSI*,12/01/2011 14:30,28
75560,101,30,PC*,PC*,12/01/2011 14:30,660
75560,45,68,PC*,PC*,12/01/2011 14:30,334
75560,16,40,PC*,PC*,12/01/2011 14:30,552
75560,30,57,PC*,PC*,12/01/2011 14:30,293
75560,70,30,PC*,PC*,12/01/2011 14:30,702
75560,31,78,PC*,PC*,12/01/2011 14:30,183
75560,64,120,PC,teacher,12/01/2011 14:30,627
75560,45,33,PC*,PC*,12/01/2011 14:30,354
75580,33,57,PC*,PC*,12/01/2011 14:30,146
75580,68,33,PC*,PC*,12/01/2011 14:30,61
75580,24,58,PC,PC,12/01/2011 14:30,681
75580,54,57,PC*,PC*,12/01/2011 14:30,402
75580,41,10,PSI*,PSI*,12/01/2011 14:30,28
75580,54,11,PC*,PC*,12/01/2011 14:30,703
75580,16,43,PC*,PC*,12/01/2011 14:30,704
75580,11,68,PC*,PC*,12/01/2011 14:30,387
75580,118,78,PC*,PC*,12/01/2011 14:30,699
75580,11,33,PC*,PC*,12/01/2011 14:30,122
75580,64,120,PC,teacher,12/01/2011 14:30,627
75600,43,44,PC*,PC*,12/01/2011 15:00,161
75600,68,33,PC*,PC*,12/01/2011 15:00,61
75600,54,12,PC*,PC*,12/01/2011 15:00,705
75600,95,12,PC*,PC*,12/01/2011 15:00,706
75600,54,57,PC*,PC*,12/01/2011 15:00,402
75600,41,10,PSI*,PSI*,12/01/2011 15:00,28
75600,109,43,PC*,PC*,12/01/2011 15:00,707
75600,95,11,PC*,PC*,12/01/2011 15:00,669
75600,12,79,PC*,PC*,12/01/2011 15:00,638
75600,54,30,PC*,PC*,12/01/2011 15:00,508
75600,64,120,PC,teacher,12/01/2011 15:00,627
75600,109,44,PC*,PC*,12/01/2011 15:00,193
75600,3,107,PC*,PC*,12/01/2011 15:00,211
75620,68,57,PC*,PC*,12/01/2011 15:00,113
75620,68,33,PC*,PC*,12/01/2011 15:00,61
75620,24,58,PC,PC,12/01/2011 15:00,681
75620,54,12,PC*,PC*,12/01/2011 15:00,705
75620,41,10,PSI*,PSI*,12/01/2011 15:00,28
75620,109,43,PC*,PC*,12/01/2011 15:00,707
75620,101,107,PC*,PC*,12/01/2011 15:00,481
75620,45,12,PC*,PC*,12/01/2011 15:00,575
75620,30,57,PC*,PC*,12/01/2011 15:00,293
75620,64,120,PC,teacher,12/01/2011 15:00,627
75620,3,107,PC*,PC*,12/01/2011 15:00,211
75640,11,12,PC*,PC*,12/01/2011 15:00,498
75640,68,57,PC*,PC*,12/01/2011 15:00,113
75640,54,45,PC*,PC*,12/01/2011 15:00,74
75640,16,68,PC*,PC*,12/01/2011 15:00,708
75640,68,33,PC*,PC*,12/01/2011 15:00,61
75640,24,58,PC,PC,12/01/2011 15:00,681
75640,54,57,PC*,PC*,12/01/2011 15:00,402
75640,1,43,PC*,PC*,12/01/2011 15:00,492
75640,41,10,PSI*,PSI*,12/01/2011 15:00,28
75640,54,11,PC*,PC*,12/01/2011 15:00,703
75640,16,43,PC*,PC*,12/01/2011 15:00,704
75640,83,78,PC*,PC*,12/01/2011 15:00,650
75640,54,43,PC*,PC*,12/01/2011 15:00,223
75640,45,12,PC*,PC*,12/01/2011 15:00,575
75640,90,30,PC*,PC*,12/01/2011 15:00,693
75640,45,78,PC*,PC*,12/01/2011 15:00,709
75640,30,57,PC*,PC*,12/01/2011 15:00,293
75640,31,78,PC*,PC*,12/01/2011 15:00,183
75640,64,120,PC,teacher,12/01/2011 15:00,627
75640,43,45,PC*,PC*,12/01/2011 15:00,440
75640,3,107,PC*,PC*,12/01/2011 15:00,211
75660,68,33,PC*,PC*,12/01/2011 15:00,61
75660,41,10,PSI*,PSI*,12/01/2011 15:00,28
75660,83,78,PC*,PC*,12/01/2011 15:00,650
75660,45,12,PC*,PC*,12/01/2011 15:00,575
75660,30,57,PC*,PC*,12/01/2011 15:00,293
75660,31,78,PC*,PC*,12/01/2011 15:00,183
75660,64,120,PC,teacher,12/01/2011 15:00,627
75660,3,107,PC*,PC*,12/01/2011 15:00,211
75680,16,68,PC*,PC*,12/01/2011 15:00,708
75680,68,33,PC*,PC*,12/01/2011 15:00,61
75680,41,10,PSI*,PSI*,12/01/2011 15:00,28
75680,105,12,PC*,PC*,12/01/2011 15:00,710
75680,30,78,PC*,PC*,12/01/2011 15:00,592
75680,83,78,PC*,PC*,12/01/2011 15:00,650
75680,57,78,PC*,PC*,12/01/2011 15:00,711
75680,32,80,PC*,PC*,12/01/2011 15:00,102
75680,59,69,PC*,PC*,12/01/2011 15:00,56
75680,1,44,PC*,PC*,12/01/2011 15:00,97
75680,105,2,PC*,PC*,12/01/2011 15:00,712
75680,31,78,PC*,PC*,12/01/2011 15:00,183
75700,68,33,PC*,PC*,12/01/2011 15:00,61
75700,51,45,PC*,PC*,12/01/2011 15:00,628
75700,41,10,PSI*,PSI*,12/01/2011 15:00,28
75700,30,78,PC*,PC*,12/01/2011 15:00,592
75700,83,78,PC*,PC*,12/01/2011 15:00,650
75700,59,69,PC*,PC*,12/01/2011 15:00,56
75700,1,44,PC*,PC*,12/01/2011 15:00,97
75700,49,120,PC,teacher,12/01/2011 15:00,713
75700,30,57,PC*,PC*,12/01/2011 15:00,293
75700,31,78,PC*,PC*,12/01/2011 15:00,183
75700,12,31,PC*,PC*,12/01/2011 15:00,670
75700,3,107,PC*,PC*,12/01/2011 15:00,211
75720,11,12,PC*,PC*,12/01/2011 15:00,498
75720,30,31,PC*,PC*,12/01/2011 15:00,336
75720,68,33,PC*,PC*,12/01/2011 15:00,61
75720,41,10,PSI*,PSI*,12/01/2011 15:00,28
75720,30,78,PC*,PC*,12/01/2011 15:00,592
75720,83,78,PC*,PC*,12/01/2011 15:00,650
75720,57,78,PC*,PC*,12/01/2011 15:00,711
75720,59,69,PC*,PC*,12/01/2011 15:00,56
75720,1,44,PC*,PC*,12/01/2011 15:00,97
75720,30,57,PC*,PC*,12/01/2011 15:00,293
75720,31,78,PC*,PC*,12/01/2011 15:00,183
75720,3,107,PC*,PC*,12/01/2011 15:00,211
75740,41,10,PSI*,PSI*,12/01/2011 15:00,28
75740,101,107,PC*,PC*,12/01/2011 15:00,481
75740,83,78,PC*,PC*,12/01/2011 15:00,650
75740,1,44,PC*,PC*,12/01/2011 15:00,97
75740,31,78,PC*,PC*,12/01/2011 15:00,183
75760,68,33,PC*,PC*,12/01/2011 15:00,61
75760,41,10,PSI*,PSI*,12/01/2011 15:00,28
75760,32,80,PC*,PC*,12/01/2011 15:00,102
75760,1,44,PC*,PC*,12/01/2011 15:00,97
75760,30,57,PC*,PC*,12/01/2011 15:00,293
75760,31,78,PC*,PC*,12/01/2011 15:00,183
75780,68,33,PC*,PC*,12/01/2011 15:00,61
75780,24,58,PC,PC,12/01/2011 15:00,681
75780,41,10,PSI*,PSI*,12/01/2011 15:00,28
75780,36,64,PC,PC,12/01/2011 15:00,269
75780,1,44,PC*,PC*,12/01/2011 15:00,97
75780,31,78,PC*,PC*,12/01/2011 15:00,183
75800,68,33,PC*,PC*,12/01/2011 15:00,61
75800,24,58,PC,PC,12/01/2011 15:00,681
75800,41,10,PSI*,PSI*,12/01/2011 15:00,28
75800,54,2,PC*,PC*,12/01/2011 15:00,367
75800,1,44,PC*,PC*,12/01/2011 15:00,97
75800,43,78,PC*,PC*,12/01/2011 15:00,141
75800,31,78,PC*,PC*,12/01/2011 15:00,183
75820,41,10,PSI*,PSI*,12/01/2011 15:00,28
75820,83,78,PC*,PC*,12/01/2011 15:00,650
75820,1,44,PC*,PC*,12/01/2011 15:00,97
75820,31,78,PC*,PC*,12/01/2011 15:00,183
75840,68,33,PC*,PC*,12/01/2011 15:00,61
75840,24,58,PC,PC,12/01/2011 15:00,681
75840,16,78,PC*,PC*,12/01/2011 15:00,130
75840,41,10,PSI*,PSI*,12/01/2011 15:00,28
75840,36,64,PC,PC,12/01/2011 15:00,269
75840,83,78,PC*,PC*,12/01/2011 15:00,650
75840,1,44,PC*,PC*,12/01/2011 15:00,97
75840,31,78,PC*,PC*,12/01/2011 15:00,183
75860,68,33,PC*,PC*,12/01/2011 15:00,61
75860,16,78,PC*,PC*,12/01/2011 15:00,130
75860,41,10,PSI*,PSI*,12/01/2011 15:00,28
75860,36,64,PC,PC,12/01/2011 15:00,269
75860,54,78,PC*,PC*,12/01/2011 15:00,714
75860,31,78,PC*,PC*,12/01/2011 15:00,183
75880,41,10,PSI*,PSI*,12/01/2011 15:00,28
75880,36,64,PC,PC,12/01/2011 15:00,269
75880,1,44,PC*,PC*,12/01/2011 15:00,97
75880,31,78,PC*,PC*,12/01/2011 15:00,183
75880,3,107,PC*,PC*,12/01/2011 15:00,211
75900,41,10,PSI*,PSI*,12/01/2011 15:00,28
75900,41,10,PSI*,PSI*,12/01/2011 15:00,28
75900,101,107,PC*,PC*,12/01/2011 15:00,481
75900,83,31,PC*,PC*,12/01/2011 15:00,715
75900,31,78,PC*,PC*,12/01/2011 15:00,183
75900,3,107,PC*,PC*,12/01/2011 15:00,211
75920,41,10,PSI*,PSI*,12/01/2011 15:00,28
75920,41,10,PSI*,PSI*,12/01/2011 15:00,28
75920,43,33,PC*,PC*,12/01/2011 15:00,231
75920,36,64,PC,PC,12/01/2011 15:00,269
75920,31,78,PC*,PC*,12/01/2011 15:00,183
75940,41,10,PSI*,PSI*,12/01/2011 15:00,28
75940,41,10,PSI*,PSI*,12/01/2011 15:00,28
75940,101,107,PC*,PC*,12/01/2011 15:00,481
75940,36,64,PC,PC,12/01/2011 15:00,269
75940,16,83,PC*,PC*,12/01/2011 15:00,716
75940,83,31,PC*,PC*,12/01/2011 15:00,715
75940,1,44,PC*,PC*,12/01/2011 15:00,97
75940,79,2,PC*,PC*,12/01/2011 15:00,506
75940,31,78,PC*,PC*,12/01/2011 15:00,183
75960,41,10,PSI*,PSI*,12/01/2011 15:00,28
75960,43,33,PC*,PC*,12/01/2011 15:00,231
75960,16,31,PC*,PC*,12/01/2011 15:00,549
75960,1,44,PC*,PC*,12/01/2011 15:00,97
75960,31,78,PC*,PC*,12/01/2011 15:00,183
75980,41,10,PSI*,PSI*,12/01/2011 15:00,28
75980,43,33,PC*,PC*,12/01/2011 15:00,231
75980,36,64,PC,PC,12/01/2011 15:00,269
75980,31,78,PC*,PC*,12/01/2011 15:00,183
76000,41,10,PSI*,PSI*,12/01/2011 15:00,28
76000,43,33,PC*,PC*,12/01/2011 15:00,231
76000,36,64,PC,PC,12/01/2011 15:00,269
76000,31,78,PC*,PC*,12/01/2011 15:00,183
76000,95,109,PC*,PC*,12/01/2011 15:00,717
76020,102,9,PSI*,PSI*,12/01/2011 15:00,687
76020,24,58,PC,PC,12/01/2011 15:00,681
76020,41,10,PSI*,PSI*,12/01/2011 15:00,28
76020,43,33,PC*,PC*,12/01/2011 15:00,231
76020,36,64,PC,PC,12/01/2011 15:00,269
76020,16,31,PC*,PC*,12/01/2011 15:00,549
76020,1,44,PC*,PC*,12/01/2011 15:00,97
76020,31,78,PC*,PC*,12/01/2011 15:00,183
76040,24,58,PC,PC,12/01/2011 15:00,681
76040,41,10,PSI*,PSI*,12/01/2011 15:00,28
76040,36,64,PC,PC,12/01/2011 15:00,269
76040,16,31,PC*,PC*,12/01/2011 15:00,549
76040,83,31,PC*,PC*,12/01/2011 15:00,715
76040,1,44,PC*,PC*,12/01/2011 15:00,97
76040,79,2,PC*,PC*,12/01/2011 15:00,506
76040,31,78,PC*,PC*,12/01/2011 15:00,183
76040,95,109,PC*,PC*,12/01/2011 15:00,717
76060,16,17,PC*,PC*,12/01/2011 15:00,518
76060,43,44,PC*,PC*,12/01/2011 15:00,161
76060,24,58,PC,PC,12/01/2011 15:00,681
76060,36,64,PC,PC,12/01/2011 15:00,269
76060,83,31,PC*,PC*,12/01/2011 15:00,715
76060,1,44,PC*,PC*,12/01/2011 15:00,97
76060,49,120,PC,teacher,12/01/2011 15:00,713
76060,58,74,PC,PSI*,12/01/2011 15:00,686
76060,31,78,PC*,PC*,12/01/2011 15:00,183
76060,68,83,PC*,PC*,12/01/2011 15:00,718
76080,43,44,PC*,PC*,12/01/2011 15:00,161
76080,24,58,PC,PC,12/01/2011 15:00,681
76080,36,64,PC,PC,12/01/2011 15:00,269
76080,16,31,PC*,PC*,12/01/2011 15:00,549
76080,12,83,PC*,PC*,12/01/2011 15:00,573
76080,45,57,PC*,PC*,12/01/2011 15:00,489
76080,1,44,PC*,PC*,12/01/2011 15:00,97
76080,43,80,PC*,PC*,12/01/2011 15:00,151
76080,30,11,PC*,PC*,12/01/2011 15:00,610
76100,24,58,PC,PC,12/01/2011 15:00,681
76100,36,64,PC,PC,12/01/2011 15:00,269
76100,43,80,PC*,PC*,12/01/2011 15:00,151
76100,90,30,PC*,PC*,12/01/2011 15:00,693
76100,12,78,PC*,PC*,12/01/2011 15:00,553
76100,12,57,PC*,PC*,12/01/2011 15:00,565
76100,30,11,PC*,PC*,12/01/2011 15:00,610
76120,11,12,PC*,PC*,12/01/2011 15:00,498
76120,33,12,PC*,PC*,12/01/2011 15:00,719
76120,40,57,PC*,PC*,12/01/2011 15:00,73
76120,57,4,PC*,PC*,12/01/2011 15:00,21
76120,24,58,PC,PC,12/01/2011 15:00,681
76120,30,78,PC*,PC*,12/01/2011 15:00,592
76120,11,78,PC*,PC*,12/01/2011 15:00,404
76120,43,57,PC*,PC*,12/01/2011 15:00,568
76120,36,64,PC,PC,12/01/2011 15:00,269
76120,16,11,PC*,PC*,12/01/2011 15:00,422
76120,1,44,PC*,PC*,12/01/2011 15:00,97
76120,43,80,PC*,PC*,12/01/2011 15:00,151
76120,11,31,PC*,PC*,12/01/2011 15:00,720
76120,31,78,PC*,PC*,12/01/2011 15:00,183
76120,12,57,PC*,PC*,12/01/2011 15:00,565
76140,11,12,PC*,PC*,12/01/2011 15:00,498
76140,57,4,PC*,PC*,12/01/2011 15:00,21
76140,24,58,PC,PC,12/01/2011 15:00,681
76140,36,64,PC,PC,12/01/2011 15:00,269
76140,1,44,PC*,PC*,12/01/2011 15:00,97
76140,30,43,PC*,PC*,12/01/2011 15:00,616
76140,12,2,PC*,PC*,12/01/2011 15:00,632
76160,68,33,PC*,PC*,12/01/2011 15:00,61
76160,24,58,PC,PC,12/01/2011 15:00,681
76160,11,2,PC*,PC*,12/01/2011 15:00,630
76160,16,43,PC*,PC*,12/01/2011 15:00,704
76160,36,64,PC,PC,12/01/2011 15:00,269
76160,1,44,PC*,PC*,12/01/2011 15:00,97
76160,43,78,PC*,PC*,12/01/2011 15:00,141
76160,30,43,PC*,PC*,12/01/2011 15:00,616
76160,30,57,PC*,PC*,12/01/2011 15:00,293
76180,11,12,PC*,PC*,12/01/2011 15:00,498
76180,109,12,PC*,PC*,12/01/2011 15:00,721
76180,24,58,PC,PC,12/01/2011 15:00,681
76180,11,2,PC*,PC*,12/01/2011 15:00,630
76180,36,64,PC,PC,12/01/2011 15:00,269
76180,83,78,PC*,PC*,12/01/2011 15:00,650
76180,1,44,PC*,PC*,12/01/2011 15:00,97
76180,43,78,PC*,PC*,12/01/2011 15:00,141
76180,109,11,PC*,PC*,12/01/2011 15:00,426
76180,30,57,PC*,PC*,12/01/2011 15:00,293
76180,109,2,PC*,PC*,12/01/2011 15:00,414
76200,109,12,PC*,PC*,12/01/2011 15:00,721
76200,16,43,PC*,PC*,12/01/2011 15:00,704
76200,83,78,PC*,PC*,12/01/2011 15:00,650
76200,43,78,PC*,PC*,12/01/2011 15:00,141
76200,30,57,PC*,PC*,12/01/2011 15:00,293
76200,109,2,PC*,PC*,12/01/2011 15:00,414
76200,12,2,PC*,PC*,12/01/2011 15:00,632
76220,11,12,PC*,PC*,12/01/2011 15:00,498
76220,68,33,PC*,PC*,12/01/2011 15:00,61
76220,11,45,PC*,PC*,12/01/2011 15:00,393
76220,36,64,PC,PC,12/01/2011 15:00,269
76220,12,83,PC*,PC*,12/01/2011 15:00,573
76220,43,78,PC*,PC*,12/01/2011 15:00,141
76220,30,57,PC*,PC*,12/01/2011 15:00,293
76220,109,2,PC*,PC*,12/01/2011 15:00,414
76240,49,36,PC,PC,12/01/2011 15:00,722
76240,77,12,PC*,PC*,12/01/2011 15:00,723
76240,36,64,PC,PC,12/01/2011 15:00,269
76240,30,57,PC*,PC*,12/01/2011 15:00,293
76240,109,2,PC*,PC*,12/01/2011 15:00,414
76260,11,12,PC*,PC*,12/01/2011 15:00,498
76260,57,4,PC*,PC*,12/01/2011 15:00,21
76260,49,36,PC,PC,12/01/2011 15:00,722
76260,36,64,PC,PC,12/01/2011 15:00,269
76260,77,11,PC*,PC*,12/01/2011 15:00,724
76260,1,44,PC*,PC*,12/01/2011 15:00,97
76260,30,57,PC*,PC*,12/01/2011 15:00,293
76260,3,107,PC*,PC*,12/01/2011 15:00,211
76280,11,12,PC*,PC*,12/01/2011 15:00,498
76280,49,36,PC,PC,12/01/2011 15:00,722
76280,77,12,PC*,PC*,12/01/2011 15:00,723
76280,90,45,PC*,PC*,12/01/2011 15:00,725
76280,36,64,PC,PC,12/01/2011 15:00,269
76280,30,4,PC*,PC*,12/01/2011 15:00,726
76280,49,64,PC,PC,12/01/2011 15:00,727
76280,95,43,PC*,PC*,12/01/2011 15:00,291
76280,77,11,PC*,PC*,12/01/2011 15:00,724
76280,101,80,PC*,PC*,12/01/2011 15:00,661
76280,95,31,PC*,PC*,12/01/2011 15:00,166
76280,1,44,PC*,PC*,12/01/2011 15:00,97
76280,30,57,PC*,PC*,12/01/2011 15:00,293
76280,95,78,PC*,PC*,12/01/2011 15:00,303
76280,31,78,PC*,PC*,12/01/2011 15:00,183
76300,68,33,PC*,PC*,12/01/2011 15:00,61
76300,49,36,PC,PC,12/01/2011 15:00,722
76300,77,12,PC*,PC*,12/01/2011 15:00,723
76300,36,64,PC,PC,12/01/2011 15:00,269
76300,95,43,PC*,PC*,12/01/2011 15:00,291
76300,95,31,PC*,PC*,12/01/2011 15:00,166
76300,30,57,PC*,PC*,12/01/2011 15:00,293
76300,95,78,PC*,PC*,12/01/2011 15:00,303
76320,57,4,PC*,PC*,12/01/2011 15:00,21
76320,68,33,PC*,PC*,12/01/2011 15:00,61
76320,11,45,PC*,PC*,12/01/2011 15:00,393
76320,49,36,PC,PC,12/01/2011 15:00,722
76320,16,43,PC*,PC*,12/01/2011 15:00,704
76320,101,3,PC*,PC*,12/01/2011 15:00,503
76320,36,64,PC,PC,12/01/2011 15:00,269
76320,30,4,PC*,PC*,12/01/2011 15:00,726
76320,49,64,PC,PC,12/01/2011 15:00,727
76320,95,43,PC*,PC*,12/01/2011 15:00,291
76320,30,57,PC*,PC*,12/01/2011 15:00,293
76320,95,16,PC*,PC*,12/01/2011 15:00,92
76340,68,33,PC*,PC*,12/01/2011 15:00,61
76340,49,36,PC,PC,12/01/2011 15:00,722
76340,101,3,PC*,PC*,12/01/2011 15:00,503
76340,30,4,PC*,PC*,12/01/2011 15:00,726
76340,24,98,PC,PC,12/01/2011 15:00,728
76340,95,43,PC*,PC*,12/01/2011 15:00,291
76340,30,57,PC*,PC*,12/01/2011 15:00,293
76340,95,78,PC*,PC*,12/01/2011 15:00,303
76360,68,33,PC*,PC*,12/01/2011 15:00,61
76360,16,78,PC*,PC*,12/01/2011 15:00,130
76360,49,36,PC,PC,12/01/2011 15:00,722
76360,80,107,PC*,PC*,12/01/2011 15:00,729
76360,77,12,PC*,PC*,12/01/2011 15:00,723
76360,101,3,PC*,PC*,12/01/2011 15:00,503
