time,src,dst,ss,ds,t,id
75540,30,57,PC*,PC*,12/01/2011 14:59,293
75540,31,78,PC*,PC*,12/01/2011 14:59,183
75540,45,33,PC*,PC*,12/01/2011 14:59,354
75540,3,107,PC*,PC*,12/01/2011 14:59,211
75560,43,44,PC*,PC*,12/01/2011 14:59,161
75560,68,33,PC*,PC*,12/01/2011 14:59,61
75560,54,57,PC*,PC*,12/01/2011 14:59,402
75560,41,10,PSI*,PSI*,12/01/2011 14:59,28
75560,101,30,PC*,PC*,12/01/2011 14:59,660
75560,45,68,PC*,PC*,12/01/2011 14:59,334
75560,16,40,PC*,PC*,12/01/2011 14:59,552
75560,30,57,PC*,PC*,12/01/2011 14:59,293
75560,70,30,PC*,PC*,12/01/2011 14:59,702
75560,31,78,PC*,PC*,12/01/2011 14:59,183
75560,64,120,PC,teacher,12/01/2011 14:59,627
75560,45,33,PC*,PC*,12/01/2011 14:59,354
75580,33,57,PC*,PC*,12/01/2011 14:59,146
75580,68,33,PC*,PC*,12/01/2011 14:59,61
75580,24,58,PC,PC,12/01/2011 14:59,681
75580,54,57,PC*,PC*,12/01/2011 14:59,402
75580,41,10,PSI*,PSI*,12/01/2011 14:59,28
75580,54,11,PC*,PC*,12/01/2011 14:59,703
75580,16,43,PC*,PC*,12/01/2011 14:59,704
75580,11,68,PC*,PC*,12/01/2011 14:59,387
75580,118,78,PC*,PC*,12/01/2011 14:59,699
75580,11,33,PC*,PC*,12/01/2011 14:59,122
75580,64,120,PC,teacher,12/01/2011 14:59,627
75600,43,44,PC*,PC*,12/01/2011 15:00,161
75600,68,33,PC*,PC*,12/01/2011 15:00,61
75600,54,12,PC*,PC*,12/01/2011 15:00,705
75600,95,12,PC*,PC*,12/01/2011 15:00,706
75600,54,57,PC*,PC*,12/01/2011 15:00,402
75600,41,10,PSI*,PSI*,12/01/2011 15:00,28
75600,109,43,PC*,PC*,12/01/2011 15:00,707
75600,95,11,PC*,PC*,12/01/2011 15:00,669
75600,12,79,PC*,PC*,12/01/2011 15:00,638
75600,54,30,PC*,PC*,12/01/2011 15:00,508
75600,64,120,PC,teacher,12/01/2011 15:00,627
75600,109,44,PC*,PC*,12/01/2011 15:00,193
75600,3,107,PC*,PC*,12/01/2011 15:00,211
75620,68,57,PC*,PC*,12/01/2011 15:00,113
75620,68,33,PC*,PC*,12/01/2011 15:00,61
75620,24,58,PC,PC,12/01/2011 15:00,681
75620,54,12,PC*,PC*,12/01/2011 15:00,705
75620,41,10,PSI*,PSI*,12/01/2011 15:00,28
75620,109,43,PC*,PC*,12/01/2011 15:00,707
75620,101,107,PC*,PC*,12/01/2011 15:00,481
75620,45,12,PC*,PC*,12/01/2011 15:00,575
75620,30,57,PC*,PC*,12/01/2011 15:00,293
75620,64,120,PC,teacher,12/01/2011 15:00,627
75620,3,107,PC*,PC*,12/01/2011 15:00,211
75640,11,12,PC*,PC*,12/01/2011 15:00,498
75640,68,57,PC*,PC*,12/01/2011 15:00,113
75640,54,45,PC*,PC*,12/01/2011 15:00,74
75640,16,68,PC*,PC*,12/01/2011 15:00,708
75640,68,33,PC*,PC*,12/01/2011 15:00,61
75640,24,58,PC,PC,12/01/2011 15:00,681
75640,54,57,PC*,PC*,12/01/2011 15:00,402
75640,1,43,PC*,PC*,12/01/2011 15:00,492
75640,41,10,PSI*,PSI*,12/01/2011 15:00,28
75640,54,11,PC*,PC*,12/01/2011 15:00,703
75640,16,43,PC*,PC*,12/01/2011 15:00,704
75640,83,78,PC*,PC*,12/01/2011 15:00,650
75640,54,43,PC*,PC*,12/01/2011 15:00,223
75640,45,12,PC*,PC*,12/01/2011 15:00,575
75640,90,30,PC*,PC*,12/01/2011 15:00,693
75640,45,78,PC*,PC*,12/01/2011 15:00,709
75640,30,57,PC*,PC*,12/01/2011 15:00,293
75640,31,78,PC*,PC*,12/01/2011 15:00,183
75640,64,120,PC,teacher,12/01/2011 15:00,627
75640,43,45,PC*,PC*,12/01/2011 15:00,440
75640,3,107,PC*,PC*,12/01/2011 15:00,211
75660,68,33,PC*,PC*,12/01/2011 15:01,61
75660,41,10,PSI*,PSI*,12/01/2011 15:01,28
75660,83,78,PC*,PC*,12/01/2011 15:01,650
75660,45,12,PC*,PC*,12/01/2011 15:01,575
75660,30,57,PC*,PC*,12/01/2011 15:01,293
75660,31,78,PC*,PC*,12/01/2011 15:01,183
75660,64,120,PC,teacher,12/01/2011 15:01,627
75660,3,107,PC*,PC*,12/01/2011 15:01,211
75680,16,68,PC*,PC*,12/01/2011 15:01,708
75680,68,33,PC*,PC*,12/01/2011 15:01,61
75680,41,10,PSI*,PSI*,12/01/2011 15:01,28
75680,105,12,PC*,PC*,12/01/2011 15:01,710
75680,30,78,PC*,PC*,12/01/2011 15:01,592
75680,83,78,PC*,PC*,12/01/2011 15:01,650
75680,57,78,PC*,PC*,12/01/2011 15:01,711
75680,32,80,PC*,PC*,12/01/2011 15:01,102
75680,59,69,PC*,PC*,12/01/2011 15:01,56
75680,1,44,PC*,PC*,12/01/2011 15:01,97
75680,105,2,PC*,PC*,12/01/2011 15:01,712
75680,31,78,PC*,PC*,12/01/2011 15:01,183
75700,68,33,PC*,PC*,12/01/2011 15:01,61
75700,51,45,PC*,PC*,12/01/2011 15:01,628
75700,41,10,PSI*,PSI*,12/01/2011 15:01,28
75700,30,78,PC*,PC*,12/01/2011 15:01,592
75700,83,78,PC*,PC*,12/01/2011 15:01,650
75700,59,69,PC*,PC*,12/01/2011 15:01,56
75700,1,44,PC*,PC*,12/01/2011 15:01,97
75700,49,120,PC,teacher,12/01/2011 15:01,713
75700,30,57,PC*,PC*,12/01/2011 15:01,293
75700,31,78,PC*,PC*,12/01/2011 15:01,183
75700,12,31,PC*,PC*,12/01/2011 15:01,670
75700,3,107,PC*,PC*,12/01/2011 15:01,211
75720,11,12,PC*,PC*,12/01/2011 15:02,498
75720,30,31,PC*,PC*,12/01/2011 15:02,336
75720,68,33,PC*,PC*,12/01/2011 15:02,61
75720,41,10,PSI*,PSI*,12/01/2011 15:02,28
75720,30,78,PC*,PC*,12/01/2011 15:02,592
75720,83,78,PC*,PC*,12/01/2011 15:02,650
75720,57,78,PC*,PC*,12/01/2011 15:02,711
75720,59,69,PC*,PC*,12/01/2011 15:02,56
75720,1,44,PC*,PC*,12/01/2011 15:02,97
75720,30,57,PC*,PC*,12/01/2011 15:02,293
75720,31,78,PC*,PC*,12/01/2011 15:02,183
75720,3,107,PC*,PC*,12/01/2011 15:02,211
75740,41,10,PSI*,PSI*,12/01/2011 15:02,28
75740,101,107,PC*,PC*,12/01/2011 15:02,481
75740,83,78,PC*,PC*,12/01/2011 15:02,650
75740,1,44,PC*,PC*,12/01/2011 15:02,97
75740,31,78,PC*,PC*,12/01/2011 15:02,183
75760,68,33,PC*,PC*,12/01/2011 15:02,61
75760,41,10,PSI*,PSI*,12/01/2011 15:02,28
75760,32,80,PC*,PC*,12/01/2011 15:02,102
75760,1,44,PC*,PC*,12/01/2011 15:02,97
75760,30,57,PC*,PC*,12/01/2011 15:02,293
75760,31,78,PC*,PC*,12/01/2011 15:02,183
75780,68,33,PC*,PC*,12/01/2011 15:03,61
75780,24,58,PC,PC,12/01/2011 15:03,681
75780,41,10,PSI*,PSI*,12/01/2011 15:03,28
75780,36,64,PC,PC,12/01/2011 15:03,269
75780,1,44,PC*,PC*,12/01/2011 15:03,97
75780,31,78,PC*,PC*,12/01/2011 15:03,183
75800,68,33,PC*,PC*,12/01/2011 15:03,61
75800,24,58,PC,PC,12/01/2011 15:03,681
75800,41,10,PSI*,PSI*,12/01/2011 15:03,28
75800,54,2,PC*,PC*,12/01/2011 15:03,367
75800,1,44,PC*,PC*,12/01/2011 15:03,97
75800,43,78,PC*,PC*,12/01/2011 15:03,141
75800,31,78,PC*,PC*,12/01/2011 15:03,183
75820,41,10,PSI*,PSI*,12/01/2011 15:03,28
75820,83,78,PC*,PC*,12/01/2011 15:03,650
75820,1,44,PC*,PC*,12/01/2011 15:03,97
75820,31,78,PC*,PC*,12/01/2011 15:03,183
75840,68,33,PC*,PC*,12/01/2011 15:04,61
75840,24,58,PC,PC,12/01/2011 15:04,681
75840,16,78,PC*,PC*,12/01/2011 15:04,130
75840,41,10,PSI*,PSI*,12/01/2011 15:04,28
75840,36,64,PC,PC,12/01/2011 15:04,269
75840,83,78,PC*,PC*,12/01/2011 15:04,650
75840,1,44,PC*,PC*,12/01/2011 15:04,97
75840,31,78,PC*,PC*,12/01/2011 15:04,183
75860,68,33,PC*,PC*,12/01/2011 15:04,61
75860,16,78,PC*,PC*,12/01/2011 15:04,130
75860,41,10,PSI*,PSI*,12/01/2011 15:04,28
75860,36,64,PC,PC,12/01/2011 15:04,269
75860,54,78,PC*,PC*,12/01/2011 15:04,714
75860,31,78,PC*,PC*,12/01/2011 15:04,183
75880,41,10,PSI*,PSI*,12/01/2011 15:04,28
75880,36,64,PC,PC,12/01/2011 15:04,269
75880,1,44,PC*,PC*,12/01/2011 15:04,97
75880,31,78,PC*,PC*,12/01/2011 15:04,183
75880,3,107,PC*,PC*,12/01/2011 15:04,211
75900,41,10,PSI*,PSI*,12/01/2011 15:05,28
75900,41,10,PSI*,PSI*,12/01/2011 15:05,28
75900,101,107,PC*,PC*,12/01/2011 15:05,481
75900,83,31,PC*,PC*,12/01/2011 15:05,715
75900,31,78,PC*,PC*,12/01/2011 15:05,183
75900,3,107,PC*,PC*,12/01/2011 15:05,211
75920,41,10,PSI*,PSI*,12/01/2011 15:05,28
75920,41,10,PSI*,PSI*,12/01/2011 15:05,28
75920,43,33,PC*,PC*,12/01/2011 15:05,231
75920,36,64,PC,PC,12/01/2011 15:05,269
75920,31,78,PC*,PC*,12/01/2011 15:05,183
75940,41,10,PSI*,PSI*,12/01/2011 15:05,28
75940,41,10,PSI*,PSI*,12/01/2011 15:05,28
75940,101,107,PC*,PC*,12/01/2011 15:05,481
75940,36,64,PC,PC,12/01/2011 15:05,269
75940,16,83,PC*,PC*,12/01/2011 15:05,716
75940,83,31,PC*,PC*,12/01/2011 15:05,715
75940,1,44,PC*,PC*,12/01/2011 15:05,97
75940,79,2,PC*,PC*,12/01/2011 15:05,506
75940,31,78,PC*,PC*,12/01/2011 15:05,183
75960,41,10,PSI*,PSI*,12/01/2011 15:06,28
75960,43,33,PC*,PC*,12/01/2011 15:06,231
75960,16,31,PC*,PC*,12/01/2011 15:06,549
75960,1,44,PC*,PC*,12/01/2011 15:06,97
75960,31,78,PC*,PC*,12/01/2011 15:06,183
75980,41,10,PSI*,PSI*,12/01/2011 15:06,28
75980,43,33,PC*,PC*,12/01/2011 15:06,231
75980,36,64,PC,PC,12/01/2011 15:06,269
75980,31,78,PC*,PC*,12/01/2011 15:06,183
76000,41,10,PSI*,PSI*,12/01/2011 15:06,28
76000,43,33,PC*,PC*,12/01/2011 15:06,231
76000,36,64,PC,PC,12/01/2011 15:06,269
76000,31,78,PC*,PC*,12/01/2011 15:06,183
76000,95,109,PC*,PC*,12/01/2011 15:06,717
76020,102,9,PSI*,PSI*,12/01/2011 15:07,687
76020,24,58,PC,PC,12/01/2011 15:07,681
76020,41,10,PSI*,PSI*,12/01/2011 15:07,28
76020,43,33,PC*,PC*,12/01/2011 15:07,231
76020,36,64,PC,PC,12/01/2011 15:07,269
76020,16,31,PC*,PC*,12/01/2011 15:07,549
76020,1,44,PC*,PC*,12/01/2011 15:07,97
76020,31,78,PC*,PC*,12/01/2011 15:07,183
76040,24,58,PC,PC,12/01/2011 15:07,681
76040,41,10,PSI*,PSI*,12/01/2011 15:07,28
76040,36,64,PC,PC,12/01/2011 15:07,269
76040,16,31,PC*,PC*,12/01/2011 15:07,549
76040,83,31,PC*,PC*,12/01/2011 15:07,715
76040,1,44,PC*,PC*,12/01/2011 15:07,97
76040,79,2,PC*,PC*,12/01/2011 15:07,506
76040,31,78,PC*,PC*,12/01/2011 15:07,183
76040,95,109,PC*,PC*,12/01/2011 15:07,717
76060,16,17,PC*,PC*,12/01/2011 15:07,518
76060,43,44,PC*,PC*,12/01/2011 15:07,161
76060,24,58,PC,PC,12/01/2011 15:07,681
76060,36,64,PC,PC,12/01/2011 15:07,269
76060,83,31,PC*,PC*,12/01/2011 15:07,715
76060,1,44,PC*,PC*,12/01/2011 15:07,97
76060,49,120,PC,teacher,12/01/2011 15:07,713
76060,58,74,PC,PSI*,12/01/2011 15:07,686
76060,31,78,PC*,PC*,12/01/2011 15:07,183
76060,68,83,PC*,PC*,12/01/2011 15:07,718
76080,43,44,PC*,PC*,12/01/2011 15:08,161
76080,24,58,PC,PC,12/01/2011 15:08,681
76080,36,64,PC,PC,12/01/2011 15:08,269
76080,16,31,PC*,PC*,12/01/2011 15:08,549
76080,12,83,PC*,PC*,12/01/2011 15:08,573
76080,45,57,PC*,PC*,12/01/2011 15:08,489
76080,1,44,PC*,PC*,12/01/2011 15:08,97
76080,43,80,PC*,PC*,12/01/2011 15:08,151
76080,30,11,PC*,PC*,12/01/2011 15:08,610
76100,24,58,PC,PC,12/01/2011 15:08,681
76100,36,64,PC,PC,12/01/2011 15:08,269
76100,43,80,PC*,PC*,12/01/2011 15:08,151
76100,90,30,PC*,PC*,12/01/2011 15:08,693
76100,12,78,PC*,PC*,12/01/2011 15:08,553
76100,12,57,PC*,PC*,12/01/2011 15:08,565
76100,30,11,PC*,PC*,12/01/2011 15:08,610
76120,11,12,PC*,PC*,12/01/2011 15:08,498
76120,33,12,PC*,PC*,12/01/2011 15:08,719
76120,40,57,PC*,PC*,12/01/2011 15:08,73
76120,57,4,PC*,PC*,12/01/2011 15:08,21
76120,24,58,PC,PC,12/01/2011 15:08,681
76120,30,78,PC*,PC*,12/01/2011 15:08,592
76120,11,78,PC*,PC*,12/01/2011 15:08,404
76120,43,57,PC*,PC*,12/01/2011 15:08,568
76120,36,64,PC,PC,12/01/2011 15:08,269
76120,16,11,PC*,PC*,12/01/2011 15:08,422
76120,1,44,PC*,PC*,12/01/2011 15:08,97
76120,43,80,PC*,PC*,12/01/2011 15:08,151
76120,11,31,PC*,PC*,12/01/2011 15:08,720
76120,31,78,PC*,PC*,12/01/2011 15:08,183
76120,12,57,PC*,PC*,12/01/2011 15:08,565
76140,11,12,PC*,PC*,12/01/2011 15:09,498
76140,57,4,PC*,PC*,12/01/2011 15:09,21
76140,24,58,PC,PC,12/01/2011 15:09,681
76140,36,64,PC,PC,12/01/2011 15:09,269
76140,1,44,PC*,PC*,12/01/2011 15:09,97
76140,30,43,PC*,PC*,12/01/2011 15:09,616
76140,12,2,PC*,PC*,12/01/2011 15:09,632
76160,68,33,PC*,PC*,12/01/2011 15:09,61
76160,24,58,PC,PC,12/01/2011 15:09,681
76160,11,2,PC*,PC*,12/01/2011 15:09,630
76160,16,43,PC*,PC*,12/01/2011 15:09,704
76160,36,64,PC,PC,12/01/2011 15:09,269
76160,1,44,PC*,PC*,12/01/2011 15:09,97
76160,43,78,PC*,PC*,12/01/2011 15:09,141
76160,30,43,PC*,PC*,12/01/2011 15:09,616
76160,30,57,PC*,PC*,12/01/2011 15:09,293
76180,11,12,PC*,PC*,12/01/2011 15:09,498
76180,109,12,PC*,PC*,12/01/2011 15:09,721
76180,24,58,PC,PC,12/01/2011 15:09,681
76180,11,2,PC*,PC*,12/01/2011 15:09,630
76180,36,64,PC,PC,12/01/2011 15:09,269
76180,83,78,PC*,PC*,12/01/2011 15:09,650
76180,1,44,PC*,PC*,12/01/2011 15:09,97
76180,43,78,PC*,PC*,12/01/2011 15:09,141
76180,109,11,PC*,PC*,12/01/2011 15:09,426
76180,30,57,PC*,PC*,12/01/2011 15:09,293
76180,109,2,PC*,PC*,12/01/2011 15:09,414
76200,109,12,PC*,PC*,12/01/2011 15:10,721
76200,16,43,PC*,PC*,12/01/2011 15:10,704
76200,83,78,PC*,PC*,12/01/2011 15:10,650
76200,43,78,PC*,PC*,12/01/2011 15:10,141
76200,30,57,PC*,PC*,12/01/2011 15:10,293
76200,109,2,PC*,PC*,12/01/2011 15:10,414
76200,12,2,PC*,PC*,12/01/2011 15:10,632
76220,11,12,PC*,PC*,12/01/2011 15:10,498
76220,68,33,PC*,PC*,12/01/2011 15:10,61
76220,11,45,PC*,PC*,12/01/2011 15:10,393
76220,36,64,PC,PC,12/01/2011 15:10,269
76220,12,83,PC*,PC*,12/01/2011 15:10,573
76220,43,78,PC*,PC*,12/01/2011 15:10,141
76220,30,57,PC*,PC*,12/01/2011 15:10,293
76220,109,2,PC*,PC*,12/01/2011 15:10,414
76240,49,36,PC,PC,12/01/2011 15:10,722
76240,77,12,PC*,PC*,12/01/2011 15:10,723
76240,36,64,PC,PC,12/01/2011 15:10,269
76240,30,57,PC*,PC*,12/01/2011 15:10,293
76240,109,2,PC*,PC*,12/01/2011 15:10,414
76260,11,12,PC*,PC*,12/01/2011 15:11,498
76260,57,4,PC*,PC*,12/01/2011 15:11,21
76260,49,36,PC,PC,12/01/2011 15:11,722
76260,36,64,PC,PC,12/01/2011 15:11,269
76260,77,11,PC*,PC*,12/01/2011 15:11,724
76260,1,44,PC*,PC*,12/01/2011 15:11,97
76260,30,57,PC*,PC*,12/01/2011 15:11,293
76260,3,107,PC*,PC*,12/01/2011 15:11,211
76280,11,12,PC*,PC*,12/01/2011 15:11,498
76280,49,36,PC,PC,12/01/2011 15:11,722
76280,77,12,PC*,PC*,12/01/2011 15:11,723
76280,90,45,PC*,PC*,12/01/2011 15:11,725
76280,36,64,PC,PC,12/01/2011 15:11,269
76280,30,4,PC*,PC*,12/01/2011 15:11,726
76280,49,64,PC,PC,12/01/2011 15:11,727
76280,95,43,PC*,PC*,12/01/2011 15:11,291
76280,77,11,PC*,PC*,12/01/2011 15:11,724
76280,101,80,PC*,PC*,12/01/2011 15:11,661
76280,95,31,PC*,PC*,12/01/2011 15:11,166
76280,1,44,PC*,PC*,12/01/2011 15:11,97
76280,30,57,PC*,PC*,12/01/2011 15:11,293
76280,95,78,PC*,PC*,12/01/2011 15:11,303
76280,31,78,PC*,PC*,12/01/2011 15:11,183
76300,68,33,PC*,PC*,12/01/2011 15:11,61
76300,49,36,PC,PC,12/01/2011 15:11,722
76300,77,12,PC*,PC*,12/01/2011 15:11,723
76300,36,64,PC,PC,12/01/2011 15:11,269
76300,95,43,PC*,PC*,12/01/2011 15:11,291
76300,95,31,PC*,PC*,12/01/2011 15:11,166
76300,30,57,PC*,PC*,12/01/2011 15:11,293
76300,95,78,PC*,PC*,12/01/2011 15:11,303
76320,57,4,PC*,PC*,12/01/2011 15:12,21
76320,68,33,PC*,PC*,12/01/2011 15:12,61
76320,11,45,PC*,PC*,12/01/2011 15:12,393
76320,49,36,PC,PC,12/01/2011 15:12,722
76320,16,43,PC*,PC*,12/01/2011 15:12,704
76320,101,3,PC*,PC*,12/01/2011 15:12,503
76320,36,64,PC,PC,12/01/2011 15:12,269
76320,30,4,PC*,PC*,12/01/2011 15:12,726
76320,49,64,PC,PC,12/01/2011 15:12,727
76320,95,43,PC*,PC*,12/01/2011 15:12,291
76320,30,57,PC*,PC*,12/01/2011 15:12,293
76320,95,16,PC*,PC*,12/01/2011 15:12,92
76340,68,33,PC*,PC*,12/01/2011 15:12,61
76340,49,36,PC,PC,12/01/2011 15:12,722
76340,101,3,PC*,PC*,12/01/2011 15:12,503
76340,30,4,PC*,PC*,12/01/2011 15:12,726
76340,24,98,PC,PC,12/01/2011 15:12,728
76340,95,43,PC*,PC*,12/01/2011 15:12,291
76340,30,57,PC*,PC*,12/01/2011 15:12,293
76340,95,78,PC*,PC*,12/01/2011 15:12,303
76360,68,33,PC*,PC*,12/01/2011 15:12,61
76360,16,78,PC*,PC*,12/01/2011 15:12,130
76360,49,36,PC,PC,12/01/2011 15:12,722
76360,80,107,PC*,PC*,12/01/2011 15:12,729
76360,77,12,PC*,PC*,12/01/2011 15:12,723
76360,101,3,PC*,PC*,12/01/2011 15:12,503
76360,36,64,PC,PC,12/01/2011 15:12,269
76360,24,98,PC,PC,12/01/2011 15:12,728
76360,30,57,PC*,PC*,12/01/2011 15:12,293
76360,95,78,PC*,PC*,12/01/2011 15:12,303
76380,57,4,PC*,PC*,12/01/2011 15:13,21
76380,68,33,PC*,PC*,12/01/2011 15:13,61
76380,11,45,PC*,PC*,12/01/2011 15:13,393
76380,16,78,PC*,PC*,12/01/2011 15:13,130
76380,49,36,PC,PC,12/01/2011 15:13,722
76380,80,107,PC*,PC*,12/01/2011 15:13,729
76380,77,12,PC*,PC*,12/01/2011 15:13,723
76380,101,3,PC*,PC*,12/01/2011 15:13,503
76380,36,64,PC,PC,12/01/2011 15:13,269
76380,49,64,PC,PC,12/01/2011 15:13,727
76380,28,100,PC,PC,12/01/2011 15:13,30
76380,1,44,PC*,PC*,12/01/2011 15:13,97
76380,43,78,PC*,PC*,12/01/2011 15:13,141
76380,30,57,PC*,PC*,12/01/2011 15:13,293
76380,95,78,PC*,PC*,12/01/2011 15:13,303
76400,57,4,PC*,PC*,12/01/2011 15:13,21
76400,68,33,PC*,PC*,12/01/2011 15:13,61
76400,11,45,PC*,PC*,12/01/2011 15:13,393
76400,16,78,PC*,PC*,12/01/2011 15:13,130
76400,49,36,PC,PC,12/01/2011 15:13,722
76400,16,43,PC*,PC*,12/01/2011 15:13,704
76400,101,3,PC*,PC*,12/01/2011 15:13,503
76400,49,64,PC,PC,12/01/2011 15:13,727
76400,1,44,PC*,PC*,12/01/2011 15:13,97
76400,43,78,PC*,PC*,12/01/2011 15:13,141
76400,30,57,PC*,PC*,12/01/2011 15:13,293
76420,57,4,PC*,PC*,12/01/2011 15:13,21
76420,49,36,PC,PC,12/01/2011 15:13,722
76420,16,43,PC*,PC*,12/01/2011 15:13,704
76420,101,3,PC*,PC*,12/01/2011 15:13,503
76420,30,4,PC*,PC*,12/01/2011 15:13,726
76420,49,64,PC,PC,12/01/2011 15:13,727
76420,28,100,PC,PC,12/01/2011 15:13,30
76420,1,44,PC*,PC*,12/01/2011 15:13,97
76420,37,33,PC,PC*,12/01/2011 15:13,13
76420,43,78,PC*,PC*,12/01/2011 15:13,141
76420,30,57,PC*,PC*,12/01/2011 15:13,293
76440,57,4,PC*,PC*,12/01/2011 15:14,21
76440,49,36,PC,PC,12/01/2011 15:14,722
76440,16,43,PC*,PC*,12/01/2011 15:14,704
76440,101,3,PC*,PC*,12/01/2011 15:14,503
76440,30,33,PC*,PC*,12/01/2011 15:14,107
76440,49,64,PC,PC,12/01/2011 15:14,727
76440,28,100,PC,PC,12/01/2011 15:14,30
76440,95,43,PC*,PC*,12/01/2011 15:14,291
76440,37,68,PC,PC*,12/01/2011 15:14,730
76440,37,33,PC,PC*,12/01/2011 15:14,13
76460,16,33,PC*,PC*,12/01/2011 15:14,580
76460,57,4,PC*,PC*,12/01/2011 15:14,21
76460,43,79,PC*,PC*,12/01/2011 15:14,594
76460,49,36,PC,PC,12/01/2011 15:14,722
76460,11,2,PC*,PC*,12/01/2011 15:14,630
76460,101,3,PC*,PC*,12/01/2011 15:14,503
76460,33,31,PC*,PC*,12/01/2011 15:14,284
76460,20,114,PSI*,PSI*,12/01/2011 15:14,731
76460,79,2,PC*,PC*,12/01/2011 15:14,506
76480,57,4,PC*,PC*,12/01/2011 15:14,21
76480,43,79,PC*,PC*,12/01/2011 15:14,594
76480,11,45,PC*,PC*,12/01/2011 15:14,393
76480,73,31,PSI*,PC*,12/01/2011 15:14,732
76480,49,36,PC,PC,12/01/2011 15:14,722
76480,101,3,PC*,PC*,12/01/2011 15:14,503
76480,36,64,PC,PC,12/01/2011 15:14,269
76480,49,64,PC,PC,12/01/2011 15:14,727
76480,20,114,PSI*,PSI*,12/01/2011 15:14,731
76480,43,2,PC*,PC*,12/01/2011 15:14,352
76480,79,2,PC*,PC*,12/01/2011 15:14,506
76480,33,78,PC*,PC*,12/01/2011 15:14,188
76480,90,11,PC*,PC*,12/01/2011 15:14,179
76480,12,31,PC*,PC*,12/01/2011 15:14,670
76500,57,4,PC*,PC*,12/01/2011 15:15,21
76500,43,79,PC*,PC*,12/01/2011 15:15,594
76500,16,78,PC*,PC*,12/01/2011 15:15,130
76500,114,61,PSI*,PSI*,12/01/2011 15:15,246
76500,101,3,PC*,PC*,12/01/2011 15:15,503
76500,36,64,PC,PC,12/01/2011 15:15,269
76500,12,4,PC*,PC*,12/01/2011 15:15,733
76500,20,114,PSI*,PSI*,12/01/2011 15:15,731
76500,43,2,PC*,PC*,12/01/2011 15:15,352
76500,30,57,PC*,PC*,12/01/2011 15:15,293
76520,11,12,PC*,PC*,12/01/2011 15:15,498
76520,30,59,PC*,PC*,12/01/2011 15:15,345
76520,57,4,PC*,PC*,12/01/2011 15:15,21
76520,43,79,PC*,PC*,12/01/2011 15:15,594
76520,30,40,PC*,PC*,12/01/2011 15:15,184
76520,11,45,PC*,PC*,12/01/2011 15:15,393
76520,16,78,PC*,PC*,12/01/2011 15:15,130
76520,49,36,PC,PC,12/01/2011 15:15,722
76520,101,3,PC*,PC*,12/01/2011 15:15,503
76520,36,64,PC,PC,12/01/2011 15:15,269
76520,49,64,PC,PC,12/01/2011 15:15,727
76520,70,59,PC*,PC*,12/01/2011 15:15,684
76520,20,114,PSI*,PSI*,12/01/2011 15:15,731
76520,45,12,PC*,PC*,12/01/2011 15:15,575
76520,30,57,PC*,PC*,12/01/2011 15:15,293
76520,24,69,PC,PC*,12/01/2011 15:15,734
76520,12,57,PC*,PC*,12/01/2011 15:15,565
76540,11,12,PC*,PC*,12/01/2011 15:15,498
76540,30,59,PC*,PC*,12/01/2011 15:15,345
76540,43,79,PC*,PC*,12/01/2011 15:15,594
76540,24,58,PC,PC,12/01/2011 15:15,681
76540,11,45,PC*,PC*,12/01/2011 15:15,393
76540,16,78,PC*,PC*,12/01/2011 15:15,130
76540,49,36,PC,PC,12/01/2011 15:15,722
76540,30,69,PC*,PC*,12/01/2011 15:15,111
76540,101,3,PC*,PC*,12/01/2011 15:15,503
76540,36,64,PC,PC,12/01/2011 15:15,269
76540,49,64,PC,PC,12/01/2011 15:15,727
76540,70,59,PC*,PC*,12/01/2011 15:15,684
76540,20,114,PSI*,PSI*,12/01/2011 15:15,731
76540,59,69,PC*,PC*,12/01/2011 15:15,56
76540,45,12,PC*,PC*,12/01/2011 15:15,575
76540,79,2,PC*,PC*,12/01/2011 15:15,506
76540,30,57,PC*,PC*,12/01/2011 15:15,293
76540,12,57,PC*,PC*,12/01/2011 15:15,565
76560,11,12,PC*,PC*,12/01/2011 15:16,498
76560,43,79,PC*,PC*,12/01/2011 15:16,594
76560,30,40,PC*,PC*,12/01/2011 15:16,184
76560,16,78,PC*,PC*,12/01/2011 15:16,130
76560,49,36,PC,PC,12/01/2011 15:16,722
76560,101,3,PC*,PC*,12/01/2011 15:16,503
76560,36,64,PC,PC,12/01/2011 15:16,269
76560,30,4,PC*,PC*,12/01/2011 15:16,726
76560,49,64,PC,PC,12/01/2011 15:16,727
76560,45,12,PC*,PC*,12/01/2011 15:16,575
76560,43,2,PC*,PC*,12/01/2011 15:16,352
76560,79,2,PC*,PC*,12/01/2011 15:16,506
76560,30,57,PC*,PC*,12/01/2011 15:16,293
76560,12,57,PC*,PC*,12/01/2011 15:16,565
76560,24,30,PC,PC*,12/01/2011 15:16,509
76580,57,4,PC*,PC*,12/01/2011 15:16,21
76580,43,79,PC*,PC*,12/01/2011 15:16,594
76580,52,30,PSI*,PC*,12/01/2011 15:16,735
76580,16,78,PC*,PC*,12/01/2011 15:16,130
76580,30,4,PC*,PC*,12/01/2011 15:16,726
76580,49,64,PC,PC,12/01/2011 15:16,727
76580,45,12,PC*,PC*,12/01/2011 15:16,575
76580,43,2,PC*,PC*,12/01/2011 15:16,352
76580,30,57,PC*,PC*,12/01/2011 15:16,293
